Timestamp,Is Buy,Value
2021-02-06 21:23:35.321531,True,0.3
2021-02-06 21:23:35.321768,False,1
2021-02-06 21:23:35.322000,True,0.3
2021-02-06 21:23:35.322238,False,1
2021-02-06 21:23:35.322465,True,0.3
2021-02-06 21:23:35.322700,False,1
2021-02-06 21:23:35.322929,True,0.3
2021-02-06 21:23:35.323168,False,1
2021-02-06 21:23:35.323397,True,0.3
2021-02-06 21:23:35.323646,False,1
2021-02-06 21:23:35.323853,True,0.3
2021-02-06 21:23:35.324066,False,1
2021-02-06 21:23:35.324274,True,0.3
2021-02-06 21:23:35.324495,False,1
2021-02-06 21:23:35.324703,True,0.3
2021-02-06 21:23:35.324919,False,1
2021-02-06 21:23:35.325127,True,0.3
2021-02-06 21:23:35.325345,False,1
2021-02-06 21:23:35.325552,True,0.3
2021-02-06 21:23:35.325765,False,1
2021-02-06 21:23:35.325972,True,0.3
2021-02-06 21:23:35.326187,False,1
2021-02-06 21:23:35.326394,True,0.3
2021-02-06 21:23:35.326608,False,1
2021-02-06 21:23:35.326815,True,0.3
2021-02-06 21:23:35.327028,False,1
2021-02-06 21:23:35.327243,True,0.3
2021-02-06 21:23:35.327456,False,1
2021-02-06 21:23:35.327677,True,0.3
2021-02-06 21:23:35.327965,False,1
2021-02-06 21:23:35.328245,True,0.3
2021-02-06 21:23:35.328621,False,1
2021-02-06 21:23:35.328808,True,0.3
2021-02-06 21:23:35.328961,False,1
2021-02-06 21:23:35.329103,True,0.3
2021-02-06 21:23:35.329253,False,1
2021-02-06 21:23:35.329394,True,0.3
2021-02-06 21:23:35.329540,False,1
2021-02-06 21:23:35.329680,True,0.3
2021-02-06 21:23:35.329826,False,1
2021-02-06 21:23:35.329965,True,0.3
2021-02-06 21:23:35.330111,False,1
2021-02-06 21:23:35.330249,True,0.3
2021-02-06 21:23:35.330394,False,1
2021-02-06 21:23:35.330533,True,0.3
2021-02-06 21:23:35.330677,False,1
2021-02-06 21:23:35.330814,True,0.3
2021-02-06 21:23:35.330959,False,1
2021-02-06 21:23:35.331097,True,0.3
2021-02-06 21:23:35.331242,False,1
2021-02-06 21:23:35.331380,True,0.3
2021-02-06 21:23:35.331525,False,1
2021-02-06 21:23:35.331662,True,0.3
2021-02-06 21:23:35.331807,False,1
2021-02-06 21:23:35.331944,True,0.3
2021-02-06 21:23:35.332089,False,1
2021-02-06 21:23:35.332227,True,0.3
2021-02-06 21:23:35.332371,False,1
2021-02-06 21:23:35.332522,True,0.3
2021-02-06 21:23:35.332668,False,1
2021-02-06 21:23:35.332806,True,0.3
2021-02-06 21:23:35.332951,False,1
2021-02-06 21:23:35.333090,True,0.3
2021-02-06 21:23:35.333235,False,1
2021-02-06 21:23:35.333372,True,0.3
2021-02-06 21:23:35.333517,False,1
2021-02-06 21:23:35.333655,True,0.3
2021-02-06 21:23:35.333801,False,1
2021-02-06 21:23:35.333939,True,0.3
2021-02-06 21:23:35.334083,False,1
2021-02-06 21:23:35.334220,True,0.3
2021-02-06 21:23:35.334364,False,1
2021-02-06 21:23:35.334501,True,0.3
2021-02-06 21:23:35.334645,False,1
2021-02-06 21:23:35.334784,True,0.3
2021-02-06 21:23:35.334928,False,1
2021-02-06 21:23:35.335065,True,0.3
2021-02-06 21:23:35.335209,False,1
2021-02-06 21:23:35.335347,True,0.3
2021-02-06 21:23:35.335491,False,1
2021-02-06 21:23:35.335628,True,0.3
2021-02-06 21:23:35.335772,False,1
2021-02-06 21:23:35.335909,True,0.3
2021-02-06 21:23:35.336053,False,1
2021-02-06 21:23:35.336190,True,0.3
2021-02-06 21:23:35.336335,False,1
2021-02-06 21:23:35.336489,True,0.3
2021-02-06 21:23:35.336636,False,1
2021-02-06 21:23:35.336775,True,0.3
2021-02-06 21:23:35.336919,False,1
2021-02-06 21:23:35.337056,True,0.3
2021-02-06 21:23:35.337200,False,1
2021-02-06 21:23:35.337338,True,0.3
2021-02-06 21:23:35.337482,False,1
2021-02-06 21:23:35.337619,True,0.3
2021-02-06 21:23:35.337764,False,1
2021-02-06 21:23:35.337903,True,0.3
2021-02-06 21:23:35.338078,False,1
2021-02-06 21:23:35.338222,True,0.3
2021-02-06 21:23:35.338370,False,1
2021-02-06 21:23:35.338508,True,0.3
2021-02-06 21:23:35.338653,False,1
2021-02-06 21:23:35.338791,True,0.3
2021-02-06 21:23:35.338937,False,1
2021-02-06 21:23:35.339075,True,0.3
2021-02-06 21:23:35.339218,False,1
2021-02-06 21:23:35.339357,True,0.3
2021-02-06 21:23:35.339501,False,1
2021-02-06 21:23:35.339639,True,0.3
2021-02-06 21:23:35.339784,False,1
2021-02-06 21:23:35.339921,True,0.3
2021-02-06 21:23:35.340065,False,1
2021-02-06 21:23:35.340203,True,0.3
2021-02-06 21:23:35.340349,False,1
2021-02-06 21:23:35.340499,True,0.3
2021-02-06 21:23:35.340644,False,1
2021-02-06 21:23:35.340782,True,0.3
2021-02-06 21:23:35.340926,False,1
2021-02-06 21:23:35.341064,True,0.3
2021-02-06 21:23:35.341208,False,1
2021-02-06 21:23:35.341345,True,0.3
2021-02-06 21:23:35.341490,False,1
2021-02-06 21:23:35.341628,True,0.3
2021-02-06 21:23:35.341771,False,1
2021-02-06 21:23:35.341908,True,0.3
2021-02-06 21:23:35.342052,False,1
2021-02-06 21:23:35.342189,True,0.3
2021-02-06 21:23:35.342332,False,1
2021-02-06 21:23:35.342470,True,0.3
2021-02-06 21:23:35.342614,False,1
2021-02-06 21:23:35.342751,True,0.3
2021-02-06 21:23:35.342896,False,1
2021-02-06 21:23:35.343032,True,0.3
2021-02-06 21:23:35.343176,False,1
2021-02-06 21:23:35.343314,True,0.3
2021-02-06 21:23:35.343458,False,1
2021-02-06 21:23:35.343594,True,0.3
2021-02-06 21:23:35.343736,False,1
2021-02-06 21:23:35.343882,True,0.3
2021-02-06 21:23:35.344027,False,1
2021-02-06 21:23:35.344165,True,0.3
2021-02-06 21:23:35.344309,False,1
2021-02-06 21:23:35.344456,True,0.3
2021-02-06 21:23:35.344604,False,1
2021-02-06 21:23:35.344742,True,0.3
2021-02-06 21:23:35.344887,False,1
2021-02-06 21:23:35.345026,True,0.3
2021-02-06 21:23:35.345172,False,1
2021-02-06 21:23:35.345309,True,0.3
2021-02-06 21:23:35.345454,False,1
2021-02-06 21:23:35.345616,True,0.3
2021-02-06 21:23:35.345776,False,1
2021-02-06 21:23:35.345916,True,0.3
2021-02-06 21:23:35.346060,False,1
2021-02-06 21:23:35.346197,True,0.3
2021-02-06 21:23:35.346341,False,1
2021-02-06 21:23:35.346479,True,0.3
2021-02-06 21:23:35.346623,False,1
2021-02-06 21:23:35.346759,True,0.3
2021-02-06 21:23:35.346902,False,1
2021-02-06 21:23:35.347038,True,0.3
2021-02-06 21:23:35.347181,False,1
2021-02-06 21:23:35.347317,True,0.3
2021-02-06 21:23:35.347461,False,1
2021-02-06 21:23:35.347596,True,0.3
2021-02-06 21:23:35.347741,False,1
2021-02-06 21:23:35.347877,True,0.3
2021-02-06 21:23:35.348021,False,1
2021-02-06 21:23:35.348157,True,0.3
2021-02-06 21:23:35.348301,False,1
2021-02-06 21:23:35.348453,True,0.3
2021-02-06 21:23:35.348599,False,1
2021-02-06 21:23:35.348736,True,0.3
2021-02-06 21:23:35.348879,False,1
2021-02-06 21:23:35.349016,True,0.3
2021-02-06 21:23:35.349160,False,1
2021-02-06 21:23:35.349298,True,0.3
2021-02-06 21:23:35.349443,False,1
2021-02-06 21:23:35.349582,True,0.3
2021-02-06 21:23:35.349726,False,1
2021-02-06 21:23:35.349861,True,0.3
2021-02-06 21:23:35.350005,False,1
2021-02-06 21:23:35.350141,True,0.3
2021-02-06 21:23:35.350285,False,1
2021-02-06 21:23:35.350422,True,0.3
2021-02-06 21:23:35.350567,False,1
2021-02-06 21:23:35.350705,True,0.3
2021-02-06 21:23:35.350849,False,1
2021-02-06 21:23:35.350986,True,0.3
2021-02-06 21:23:35.351131,False,1
2021-02-06 21:23:35.351268,True,0.3
2021-02-06 21:23:35.351413,False,1
2021-02-06 21:23:35.351550,True,0.3
2021-02-06 21:23:35.351694,False,1
2021-02-06 21:23:35.351830,True,0.3
2021-02-06 21:23:35.351974,False,1
2021-02-06 21:23:35.352110,True,0.3
2021-02-06 21:23:35.352252,False,1
2021-02-06 21:23:35.352393,True,0.3
2021-02-06 21:23:35.352543,False,1
2021-02-06 21:23:35.352681,True,0.3
2021-02-06 21:23:35.352826,False,1
2021-02-06 21:23:35.352963,True,0.3
2021-02-06 21:23:35.353126,False,1
2021-02-06 21:23:35.353283,True,0.3
2021-02-06 21:23:35.353430,False,1
2021-02-06 21:23:35.353589,True,0.3
2021-02-06 21:23:35.353756,False,1
2021-02-06 21:23:35.353933,True,0.3
2021-02-06 21:23:35.354104,False,1
2021-02-06 21:23:35.354247,True,0.3
2021-02-06 21:23:35.354393,False,1
2021-02-06 21:23:35.354534,True,0.3
2021-02-06 21:23:35.354680,False,1
2021-02-06 21:23:35.354818,True,0.3
2021-02-06 21:23:35.354963,False,1
2021-02-06 21:23:35.355102,True,0.3
2021-02-06 21:23:35.355246,False,1
2021-02-06 21:23:35.355383,True,0.3
2021-02-06 21:23:35.355528,False,1
2021-02-06 21:23:35.355667,True,0.3
2021-02-06 21:23:35.355812,False,1
2021-02-06 21:23:35.355951,True,0.3
2021-02-06 21:23:35.356096,False,1
2021-02-06 21:23:35.356232,True,0.3
2021-02-06 21:23:35.356376,False,1
2021-02-06 21:23:35.356535,True,0.3
2021-02-06 21:23:35.356681,False,1
2021-02-06 21:23:35.356820,True,0.3
2021-02-06 21:23:35.356965,False,1
2021-02-06 21:23:35.357103,True,0.3
2021-02-06 21:23:35.357247,False,1
2021-02-06 21:23:35.357384,True,0.3
2021-02-06 21:23:35.357528,False,1
2021-02-06 21:23:35.357664,True,0.3
2021-02-06 21:23:35.357808,False,1
2021-02-06 21:23:35.357944,True,0.3
2021-02-06 21:23:35.358088,False,1
2021-02-06 21:23:35.358225,True,0.3
2021-02-06 21:23:35.358368,False,1
2021-02-06 21:23:35.358505,True,0.3
2021-02-06 21:23:35.358647,False,1
2021-02-06 21:23:35.358783,True,0.3
2021-02-06 21:23:35.358926,False,1
2021-02-06 21:23:35.359063,True,0.3
2021-02-06 21:23:35.359207,False,1
2021-02-06 21:23:35.359345,True,0.3
2021-02-06 21:23:35.359489,False,1
2021-02-06 21:23:35.359626,True,0.3
2021-02-06 21:23:35.359770,False,1
2021-02-06 21:23:35.359907,True,0.3
2021-02-06 21:23:35.360058,False,1
2021-02-06 21:23:35.360196,True,0.3
2021-02-06 21:23:35.360340,False,1
2021-02-06 21:23:35.360488,True,0.3
2021-02-06 21:23:35.360634,False,1
2021-02-06 21:23:35.360776,True,0.3
2021-02-06 21:23:35.360927,False,1
2021-02-06 21:23:35.361066,True,0.3
2021-02-06 21:23:35.361215,False,1
2021-02-06 21:23:35.361359,True,0.3
2021-02-06 21:23:35.361533,False,1
2021-02-06 21:23:35.361697,True,0.3
2021-02-06 21:23:35.361871,False,1
2021-02-06 21:23:35.362065,True,0.3
2021-02-06 21:23:35.362268,False,1
2021-02-06 21:23:35.362441,True,0.3
2021-02-06 21:23:35.362588,False,1
2021-02-06 21:23:35.362725,True,0.3
2021-02-06 21:23:35.362870,False,1
2021-02-06 21:23:35.363007,True,0.3
2021-02-06 21:23:35.363150,False,1
2021-02-06 21:23:35.363286,True,0.3
2021-02-06 21:23:35.363431,False,1
2021-02-06 21:23:35.363567,True,0.3
2021-02-06 21:23:35.363710,False,1
2021-02-06 21:23:35.363846,True,0.3
2021-02-06 21:23:35.363990,False,1
2021-02-06 21:23:35.364128,True,0.3
2021-02-06 21:23:35.364271,False,1
2021-02-06 21:23:35.364415,True,0.3
2021-02-06 21:23:35.364560,False,1
2021-02-06 21:23:35.364696,True,0.3
2021-02-06 21:23:35.364841,False,1
2021-02-06 21:23:35.364977,True,0.3
2021-02-06 21:23:35.365121,False,1
2021-02-06 21:23:35.365257,True,0.3
2021-02-06 21:23:35.365401,False,1
2021-02-06 21:23:35.365540,True,0.3
2021-02-06 21:23:35.365683,False,1
2021-02-06 21:23:35.365820,True,0.3
2021-02-06 21:23:35.365964,False,1
2021-02-06 21:23:35.366101,True,0.3
2021-02-06 21:23:35.366244,False,1
2021-02-06 21:23:35.366382,True,0.3
2021-02-06 21:23:35.366524,False,1
2021-02-06 21:23:35.366661,True,0.3
2021-02-06 21:23:35.366804,False,1
2021-02-06 21:23:35.366940,True,0.3
2021-02-06 21:23:35.367083,False,1
2021-02-06 21:23:35.367220,True,0.3
2021-02-06 21:23:35.367363,False,1
2021-02-06 21:23:35.367499,True,0.3
2021-02-06 21:23:35.367642,False,1
2021-02-06 21:23:35.367780,True,0.3
2021-02-06 21:23:35.367923,False,1
2021-02-06 21:23:35.368060,True,0.3
2021-02-06 21:23:35.368204,False,1
2021-02-06 21:23:35.368343,True,0.3
2021-02-06 21:23:35.368501,False,1
2021-02-06 21:23:35.368639,True,0.3
2021-02-06 21:23:35.368783,False,1
2021-02-06 21:23:35.368921,True,0.3
2021-02-06 21:23:35.369064,False,1
2021-02-06 21:23:35.369201,True,0.3
2021-02-06 21:23:35.369344,False,1
2021-02-06 21:23:35.369481,True,0.3
2021-02-06 21:23:35.369625,False,1
2021-02-06 21:23:35.369761,True,0.3
2021-02-06 21:23:35.369904,False,1
2021-02-06 21:23:35.370040,True,0.3
2021-02-06 21:23:35.370184,False,1
2021-02-06 21:23:35.370321,True,0.3
2021-02-06 21:23:35.370466,False,1
2021-02-06 21:23:35.370602,True,0.3
2021-02-06 21:23:35.370745,False,1
2021-02-06 21:23:35.370883,True,0.3
2021-02-06 21:23:35.371026,False,1
2021-02-06 21:23:35.371178,True,0.3
2021-02-06 21:23:35.371336,False,1
2021-02-06 21:23:35.371489,True,0.3
2021-02-06 21:23:35.371646,False,1
2021-02-06 21:23:35.371796,True,0.3
2021-02-06 21:23:35.371953,False,1
2021-02-06 21:23:35.372103,True,0.3
2021-02-06 21:23:35.372260,False,1
2021-02-06 21:23:35.372432,True,0.3
2021-02-06 21:23:35.372592,False,1
2021-02-06 21:23:35.372742,True,0.3
2021-02-06 21:23:35.372901,False,1
2021-02-06 21:23:35.373051,True,0.3
2021-02-06 21:23:35.373208,False,1
2021-02-06 21:23:35.373357,True,0.3
2021-02-06 21:23:35.373514,False,1
2021-02-06 21:23:35.373672,True,0.3
2021-02-06 21:23:35.373832,False,1
2021-02-06 21:23:35.373982,True,0.3
2021-02-06 21:23:35.374135,False,1
2021-02-06 21:23:35.374339,True,0.3
2021-02-06 21:23:35.374555,False,1
2021-02-06 21:23:35.374764,True,0.3
2021-02-06 21:23:35.374983,False,1
2021-02-06 21:23:35.375191,True,0.3
2021-02-06 21:23:35.375412,False,1
2021-02-06 21:23:35.375620,True,0.3
2021-02-06 21:23:35.375853,False,1
2021-02-06 21:23:35.376071,True,0.3
2021-02-06 21:23:35.376296,False,1
2021-02-06 21:23:35.376518,True,0.3
2021-02-06 21:23:35.376742,False,1
2021-02-06 21:23:35.376956,True,0.3
2021-02-06 21:23:35.377179,False,1
2021-02-06 21:23:35.377392,True,0.3
2021-02-06 21:23:35.377622,False,1
2021-02-06 21:23:35.377841,True,0.3
2021-02-06 21:23:35.378069,False,1
2021-02-06 21:23:35.378290,True,0.3
2021-02-06 21:23:35.378513,False,1
2021-02-06 21:23:35.378675,True,0.3
2021-02-06 21:23:35.378839,False,1
2021-02-06 21:23:35.378993,True,0.3
2021-02-06 21:23:35.379155,False,1
2021-02-06 21:23:35.379309,True,0.3
2021-02-06 21:23:35.379469,False,1
2021-02-06 21:23:35.379624,True,0.3
2021-02-06 21:23:35.379815,False,1
2021-02-06 21:23:35.379977,True,0.3
2021-02-06 21:23:35.380139,False,1
2021-02-06 21:23:35.380291,True,0.3
2021-02-06 21:23:35.380460,False,1
2021-02-06 21:23:35.380615,True,0.3
2021-02-06 21:23:35.380775,False,1
2021-02-06 21:23:35.380927,True,0.3
2021-02-06 21:23:35.381085,False,1
2021-02-06 21:23:35.381234,True,0.3
2021-02-06 21:23:35.381394,False,1
2021-02-06 21:23:35.381545,True,0.3
2021-02-06 21:23:35.381704,False,1
2021-02-06 21:23:35.381855,True,0.3
2021-02-06 21:23:35.382014,False,1
2021-02-06 21:23:35.382165,True,0.3
2021-02-06 21:23:35.382323,False,1
2021-02-06 21:23:35.382473,True,0.3
2021-02-06 21:23:35.382631,False,1
2021-02-06 21:23:35.382781,True,0.3
2021-02-06 21:23:35.382940,False,1
2021-02-06 21:23:35.383091,True,0.3
2021-02-06 21:23:35.383249,False,1
2021-02-06 21:23:35.383400,True,0.3
2021-02-06 21:23:35.383557,False,1
2021-02-06 21:23:35.383705,True,0.3
2021-02-06 21:23:35.383863,False,1
2021-02-06 21:23:35.384013,True,0.3
2021-02-06 21:23:35.384171,False,1
2021-02-06 21:23:35.384321,True,0.3
2021-02-06 21:23:35.384492,False,1
2021-02-06 21:23:35.384643,True,0.3
2021-02-06 21:23:35.384800,False,1
2021-02-06 21:23:35.384951,True,0.3
2021-02-06 21:23:35.385108,False,1
2021-02-06 21:23:35.385258,True,0.3
2021-02-06 21:23:35.385415,False,1
2021-02-06 21:23:35.385565,True,0.3
2021-02-06 21:23:35.385723,False,1
2021-02-06 21:23:35.385873,True,0.3
2021-02-06 21:23:35.386031,False,1
2021-02-06 21:23:35.386182,True,0.3
2021-02-06 21:23:35.386340,False,1
2021-02-06 21:23:35.386491,True,0.3
2021-02-06 21:23:35.386650,False,1
2021-02-06 21:23:35.386799,True,0.3
2021-02-06 21:23:35.386956,False,1
2021-02-06 21:23:35.387107,True,0.3
2021-02-06 21:23:35.387265,False,1
2021-02-06 21:23:35.387415,True,0.3
2021-02-06 21:23:35.387572,False,1
2021-02-06 21:23:35.387722,True,0.3
2021-02-06 21:23:35.387879,False,1
2021-02-06 21:23:35.388030,True,0.3
2021-02-06 21:23:35.388202,False,1
2021-02-06 21:23:35.388353,True,0.3
2021-02-06 21:23:35.388546,False,1
2021-02-06 21:23:35.388698,True,0.3
2021-02-06 21:23:35.388855,False,1
2021-02-06 21:23:35.389005,True,0.3
2021-02-06 21:23:35.389162,False,1
2021-02-06 21:23:35.389313,True,0.3
2021-02-06 21:23:35.389470,False,1
2021-02-06 21:23:35.389619,True,0.3
2021-02-06 21:23:35.389775,False,1
2021-02-06 21:23:35.389926,True,0.3
2021-02-06 21:23:35.390083,False,1
2021-02-06 21:23:35.390234,True,0.3
2021-02-06 21:23:35.390394,False,1
2021-02-06 21:23:35.390543,True,0.3
2021-02-06 21:23:35.390702,False,1
2021-02-06 21:23:35.390853,True,0.3
2021-02-06 21:23:35.391011,False,1
2021-02-06 21:23:35.391162,True,0.3
2021-02-06 21:23:35.391320,False,1
2021-02-06 21:23:35.391472,True,0.3
2021-02-06 21:23:35.391630,False,1
2021-02-06 21:23:35.391781,True,0.3
2021-02-06 21:23:35.391939,False,1
2021-02-06 21:23:35.392092,True,0.3
2021-02-06 21:23:35.392249,False,1
2021-02-06 21:23:35.392409,True,0.3
2021-02-06 21:23:35.392569,False,1
2021-02-06 21:23:35.392720,True,0.3
2021-02-06 21:23:35.392877,False,1
2021-02-06 21:23:35.393028,True,0.3
2021-02-06 21:23:35.393184,False,1
2021-02-06 21:23:35.393333,True,0.3
2021-02-06 21:23:35.393490,False,1
2021-02-06 21:23:35.393640,True,0.3
2021-02-06 21:23:35.393797,False,1
2021-02-06 21:23:35.393947,True,0.3
2021-02-06 21:23:35.394119,False,1
2021-02-06 21:23:35.394271,True,0.3
2021-02-06 21:23:35.394429,False,1
2021-02-06 21:23:35.394583,True,0.3
2021-02-06 21:23:35.394748,False,1
2021-02-06 21:23:35.394905,True,0.3
2021-02-06 21:23:35.395079,False,1
2021-02-06 21:23:35.395254,True,0.3
2021-02-06 21:23:35.395455,False,1
2021-02-06 21:23:35.395612,True,0.3
2021-02-06 21:23:35.395772,False,1
2021-02-06 21:23:35.395924,True,0.3
2021-02-06 21:23:35.396082,False,1
2021-02-06 21:23:35.396232,True,0.3
2021-02-06 21:23:35.396398,False,1
2021-02-06 21:23:35.396554,True,0.3
2021-02-06 21:23:35.396713,False,1
2021-02-06 21:23:35.396864,True,0.3
2021-02-06 21:23:35.397022,False,1
2021-02-06 21:23:35.397173,True,0.3
2021-02-06 21:23:35.397331,False,1
2021-02-06 21:23:35.397481,True,0.3
2021-02-06 21:23:35.397638,False,1
2021-02-06 21:23:35.397790,True,0.3
2021-02-06 21:23:35.397948,False,1
2021-02-06 21:23:35.398099,True,0.3
2021-02-06 21:23:35.398256,False,1
2021-02-06 21:23:35.398407,True,0.3
2021-02-06 21:23:35.398565,False,1
2021-02-06 21:23:35.398715,True,0.3
2021-02-06 21:23:35.398873,False,1
2021-02-06 21:23:35.399024,True,0.3
2021-02-06 21:23:35.399182,False,1
2021-02-06 21:23:35.399334,True,0.3
2021-02-06 21:23:35.399493,False,1
2021-02-06 21:23:35.399645,True,0.3
2021-02-06 21:23:35.399803,False,1
2021-02-06 21:23:35.399954,True,0.3
2021-02-06 21:23:35.400112,False,1
2021-02-06 21:23:35.400263,True,0.3
2021-02-06 21:23:35.400427,False,1
2021-02-06 21:23:35.400579,True,0.3
2021-02-06 21:23:35.400739,False,1
2021-02-06 21:23:35.400891,True,0.3
2021-02-06 21:23:35.401050,False,1
2021-02-06 21:23:35.401201,True,0.3
2021-02-06 21:23:35.401359,False,1
2021-02-06 21:23:35.401511,True,0.3
2021-02-06 21:23:35.401669,False,1
2021-02-06 21:23:35.401820,True,0.3
2021-02-06 21:23:35.401979,False,1
2021-02-06 21:23:35.402129,True,0.3
2021-02-06 21:23:35.402287,False,1
2021-02-06 21:23:35.402438,True,0.3
2021-02-06 21:23:35.402595,False,1
2021-02-06 21:23:35.402746,True,0.3
2021-02-06 21:23:35.402904,False,1
2021-02-06 21:23:35.403054,True,0.3
2021-02-06 21:23:35.403218,False,1
2021-02-06 21:23:35.403423,True,0.3
2021-02-06 21:23:35.403596,False,1
2021-02-06 21:23:35.403759,True,0.3
2021-02-06 21:23:35.403931,False,1
2021-02-06 21:23:35.404097,True,0.3
2021-02-06 21:23:35.404281,False,1
2021-02-06 21:23:35.404451,True,0.3
2021-02-06 21:23:35.404616,False,1
2021-02-06 21:23:35.404772,True,0.3
2021-02-06 21:23:35.404931,False,1
2021-02-06 21:23:35.405089,True,0.3
2021-02-06 21:23:35.405251,False,1
2021-02-06 21:23:35.405405,True,0.3
2021-02-06 21:23:35.405566,False,1
2021-02-06 21:23:35.405718,True,0.3
2021-02-06 21:23:35.405877,False,1
2021-02-06 21:23:35.406032,True,0.3
2021-02-06 21:23:35.406192,False,1
2021-02-06 21:23:35.406343,True,0.3
2021-02-06 21:23:35.406504,False,1
2021-02-06 21:23:35.406659,True,0.3
2021-02-06 21:23:35.406817,False,1
2021-02-06 21:23:35.406973,True,0.3
2021-02-06 21:23:35.407134,False,1
2021-02-06 21:23:35.407288,True,0.3
2021-02-06 21:23:35.407448,False,1
2021-02-06 21:23:35.407602,True,0.3
2021-02-06 21:23:35.407763,False,1
2021-02-06 21:23:35.407917,True,0.3
2021-02-06 21:23:35.408074,False,1
2021-02-06 21:23:35.408229,True,0.3
2021-02-06 21:23:35.408404,False,1
2021-02-06 21:23:35.408557,True,0.3
2021-02-06 21:23:35.408719,False,1
2021-02-06 21:23:35.408873,True,0.3
2021-02-06 21:23:35.409031,False,1
2021-02-06 21:23:35.409184,True,0.3
2021-02-06 21:23:35.409342,False,1
2021-02-06 21:23:35.409493,True,0.3
2021-02-06 21:23:35.409651,False,1
2021-02-06 21:23:35.409805,True,0.3
2021-02-06 21:23:35.409966,False,1
2021-02-06 21:23:35.410120,True,0.3
2021-02-06 21:23:35.410279,False,1
2021-02-06 21:23:35.410430,True,0.3
2021-02-06 21:23:35.410586,False,1
2021-02-06 21:23:35.410740,True,0.3
2021-02-06 21:23:35.410896,False,1
2021-02-06 21:23:35.411047,True,0.3
2021-02-06 21:23:35.411208,False,1
2021-02-06 21:23:35.411359,True,0.3
2021-02-06 21:23:35.411519,False,1
2021-02-06 21:23:35.411670,True,0.3
